#Time	sumSignal	LR_Signal	TB_Signal 
53.153153	1.100000	0.375974	-0.462794
53.453453	1.100000	0.061742	-0.989327
53.753754	1.100000	-0.168449	-0.698719
54.054054	1.100000	-0.391978	0.169001
54.354354	1.100000	-0.540942	0.897133
54.654655	1.100000	-0.441214	0.884273
54.954955	1.100000	-0.067736	0.141041
55.255255	1.100000	0.351673	-0.718684
55.555556	1.100000	0.543372	-0.984808
55.855856	1.100000	0.452410	-0.437523
56.156156	1.100000	0.235357	0.471137
56.456456	1.100000	0.011780	0.990658
56.756757	1.100000	-0.269360	0.691939
57.057057	1.100000	-0.641728	-0.178292
57.357357	1.100000	-0.866997	-0.901261
57.657658	1.100000	-0.541903	-0.879828
57.957958	1.100000	0.412642	-0.131695
58.258258	1.100000	1.412903	0.725212
58.558559	1.100000	1.549564	0.983126
58.858859	1.100000	0.439811	0.429020
59.159159	1.100000	-1.228668	-0.479437
59.459459	1.100000	-2.128246	-0.991900
59.759760	1.100000	-1.430583	-0.685097
60.060060	1.100000	0.390225	0.187567
60.360360	1.100000	1.902117	0.905308
60.660661	1.100000	1.938611	0.875305
60.960961	1.100000	0.576961	0.122338
61.261261	1.100000	-1.013279	-0.731675
61.561562	1.100000	-1.644902	-0.981356
61.861862	1.100000	-1.067346	-0.420480
62.162162	1.100000	0.021950	0.487695
62.462462	1.100000	0.756658	0.993055
62.762763	1.100000	0.821444	0.678194
63.063063	1.100000	0.489837	-0.196825
63.363363	1.100000	0.143626	-0.909275
63.663664	1.100000	-0.102276	-0.870704
63.963964	1.100000	-0.325804	-0.112969
64.264264	1.100000	-0.514938	0.738074
64.564565	1.100000	-0.504039	0.979499
64.864865	1.100000	-0.198697	0.411901
65.165165	1.100000	0.239837	-0.495909
65.465465	1.100000	0.518643	-0.994120
65.765766	1.100000	0.501875	-0.671231
66.066066	1.100000	0.303212	0.206066
66.366366	1.100000	0.080096	0.913161
66.666667	1.100000	-0.173205	0.866025
66.966967	1.100000	-0.528411	0.103590
67.267267	1.100000	-0.840031	-0.744406
67.567568	1.100000	-0.713835	-0.977555
67.867868	1.100000	0.082472	-0.403286
68.168168	1.100000	1.164105	0.504080
68.468468	1.100000	1.641142	0.995098
68.768769	1.100000	0.883212	0.664208
69.069069	1.100000	-0.747039	-0.215288
69.369369	1.100000	-2.010248	-0.916966
69.669670	1.100000	-1.806088	-0.861270
69.969970	1.100000	-0.195951	-0.094202
70.270270	1.100000	1.569369	0.750672
70.570571	1.100000	2.105618	0.975524
70.870871	1.100000	1.074365	0.394636
71.171171	1.100000	-0.595406	-0.512205
71.471471	1.100000	-1.593600	-0.995986
71.771772	1.100000	-1.337855	-0.657126
72.072072	1.100000	-0.300595	0.224491
72.372372	1.100000	0.606378	0.920689
72.672673	1.100000	0.863249	0.856438
72.972973	1.100000	0.604712	0.084806
73.273273	1.100000	0.236071	-0.756872
73.573574	1.100000	-0.034966	-0.973406
73.873874	1.100000	-0.257913	-0.385950
74.174174	1.100000	-0.470397	0.520285
74.474474	1.100000	-0.538268	0.996786
74.774775	1.100000	-0.316585	0.649986
75.075075	1.100000	0.112332	-0.233675
75.375375	1.100000	0.465271	-0.924330
75.675676	1.100000	0.534667	-0.851529
75.975976	1.100000	0.370328	-0.075402
76.276276	1.100000	0.146373	0.763004
76.576577	1.100000	-0.087970	0.971202
76.876877	1.100000	-0.413369	0.377229
77.177177	1.100000	-0.772639	-0.528318
77.477477	1.100000	-0.820651	-0.997498
77.777778	1.100000	-0.217853	-0.642788
78.078078	1.100000	0.859123	0.242837
78.378378	1.100000	1.613909	0.927889
78.678679	1.100000	1.241156	0.846545
78.978979	1.100000	-0.231456	0.065991
79.279279	1.100000	-1.751217	-0.769068
79.579580	1.100000	-2.045792	-0.968911
79.879880	1.100000	-0.767119	-0.368475
80.180180	1.100000	1.117855	0.536305
80.480480	1.100000	2.121736	0.998120
80.780781	1.100000	1.511486	0.635532
81.081081	1.100000	-0.111280	-0.251978
81.381381	1.100000	-1.421253	-0.931365
81.681682	1.100000	-1.534831	-0.841485
81.981982	1.100000	-0.638175	-0.056575
82.282282	1.100000	0.392436	0.775064
82.582583	1.100000	0.856763	0.966534
82.882883	1.100000	0.711493	0.359689
83.183183	1.100000	0.339411	-0.544243
83.483483	1.100000	0.036451	-0.998654
83.783784	1.100000	-0.190622	-0.628220
84.084084	1.100000	-0.412999	0.261097
84.384384	1.100000	-0.544585	0.934759
84.684685	1.100000	-0.414167	0.836351
84.984985	1.100000	-0.022635	0.047154
85.285285	1.100000	0.384265	-0.780990
85.585586	1.100000	0.545440	-0.964070
85.885886	1.100000	0.433209	-0.350870
86.186186	1.100000	0.212921	0.552134
86.486486	1.100000	-0.011984	0.999099
86.786787	1.100000	-0.303833	0.620852
87.087087	1.100000	-0.677463	-0.270192
87.387387	1.100000	-0.864957	-0.938069
87.687688	1.100000	-0.470497	-0.831142
87.987988	1.100000	0.525485	-0.037728
88.288288	1.100000	1.478844	0.786848
88.588589	1.100000	1.492054	0.961521
88.888889	1.100000	0.278006	0.342020
89.189189	1.100000	-1.374828	-0.559975
89.489489	1.100000	-2.133678	-0.999455
89.789790	1.100000	-1.279659	-0.613429
90.090090	1.100000	0.581158	0.279263
90.390390	1.100000	1.982217	0.941296
90.690691	1.100000	1.851971	0.825859
90.990991	1.100000	0.404600	0.028299
91.291291	1.100000	-1.132862	-0.792635
91.591592	1.100000	-1.635686	-0.958887
91.891892	1.100000	-0.965342	-0.333140
92.192192	1.100000	0.122280	0.567766
92.492492	1.100000	0.792230	0.999722
92.792793	1.100000	0.798822	0.605951
93.093093	1.100000	0.451400	-0.288309
93.393393	1.100000	0.115236	-0.944438
93.693694	1.100000	-0.124339	-0.820503
93.993994	1.100000	-0.348220	-0.018867
94.294294	1.100000	-0.525936	0.798352
94.594595	1.100000	-0.486235	0.956167
94.894895	1.100000	-0.156092	0.324230
95.195195	1.100000	0.279224	-0.575507
95.495495	1.100000	0.530044	-0.999900
95.795796	1.100000	0.486957	-0.598419
96.096096	1.100000	0.280553	0.297330
96.396396	1.100000	0.057697	0.947497
96.696697	1.100000	-0.204015	0.815073
96.996997	1.100000	-0.566816	0.009434
97.297297	1.100000	-0.854117	-0.803997
97.597598	1.100000	-0.663728	-0.953362
97.897898	1.100000	0.190253	-0.315291
98.198198	1.100000	1.254605	0.583196
98.498498	1.100000	1.624104	0.999989
98.798799	1.100000	0.743580	0.590834
99.099099	1.100000	-0.913336	-0.306324
99.399399	1.100000	-2.066125	-0.950472
99.699700	1.100000	-1.694877	-0.809571
100.000000	1.100000	-0.000000	0.000000
100.300300	1.100000	1.694877	0.809571
100.600601	1.100000	2.066125	0.950472
100.900901	1.100000	0.913336	0.306324
101.201201	1.100000	-0.743580	-0.590834
101.501502	1.100000	-1.624104	-0.999989
101.801802	1.100000	-1.254605	-0.583196
102.102102	1.100000	-0.190253	0.315291
102.402402	1.100000	0.663728	0.953362
102.702703	1.100000	0.854117	0.803997
103.003003	1.100000	0.566816	-0.009434
103.303303	1.100000	0.204015	-0.815073
103.603604	1.100000	-0.057697	-0.947497
103.903904	1.100000	-0.280553	-0.297330
104.204204	1.100000	-0.486957	0.598419
104.504505	1.100000	-0.530044	0.999900
104.804805	1.100000	-0.279224	0.575507
105.105105	1.100000	0.156092	-0.324230
105.405405	1.100000	0.486235	-0.956167
105.705706	1.100000	0.525936	-0.798352
106.006006	1.100000	0.348220	0.018867
106.306306	1.100000	0.124339	0.820503
106.606607	1.100000	-0.115236	0.944438
106.906907	1.100000	-0.451400	0.288309
107.207207	1.100000	-0.798822	-0.605951
107.507508	1.100000	-0.792230	-0.999722
107.807808	1.100000	-0.122280	-0.567766
108.108108	1.100000	0.965342	0.333140
108.408408	1.100000	1.635686	0.958887
108.708709	1.100000	1.132862	0.792635
109.009009	1.100000	-0.404600	-0.028299
109.309309	1.100000	-1.851971	-0.825859
109.609610	1.100000	-1.982217	-0.941296
109.909910	1.100000	-0.581158	-0.279263
110.210210	1.100000	1.279659	0.613429
110.510511	1.100000	2.133678	0.999455
110.810811	1.100000	1.374828	0.559975
111.111111	1.100000	-0.278006	-0.342020
111.411411	1.100000	-1.492054	-0.961521
111.711712	1.100000	-1.478844	-0.786848
112.012012	1.100000	-0.525485	0.037728
112.312312	1.100000	0.470497	0.831142
112.612613	1.100000	0.864957	0.938069
112.912913	1.100000	0.677463	0.270192
113.213213	1.100000	0.303833	-0.620852
113.513514	1.100000	0.011984	-0.999099
113.813814	1.100000	-0.212921	-0.552134
114.114114	1.100000	-0.433209	0.350870
114.414414	1.100000	-0.545440	0.964070
114.714715	1.100000	-0.384265	0.780990
115.015015	1.100000	0.022635	-0.047154
115.315315	1.100000	0.414167	-0.836351
115.615616	1.100000	0.544585	-0.934759
115.915916	1.100000	0.412999	-0.261097
116.216216	1.100000	0.190622	0.628220
116.516517	1.100000	-0.036451	0.998654
116.816817	1.100000	-0.339411	0.544243
117.117117	1.100000	-0.711493	-0.359689
117.417417	1.100000	-0.856763	-0.966534
117.717718	1.100000	-0.392436	-0.775064
118.018018	1.100000	0.638175	0.056575
118.318318	1.100000	1.534831	0.841485
118.618619	1.100000	1.421253	0.931365
118.918919	1.100000	0.111280	0.251978
119.219219	1.100000	-1.511486	-0.635532
119.519520	1.100000	-2.121736	-0.998120
119.819820	1.100000	-1.117855	-0.536305
120.120120	1.100000	0.767119	0.368475
120.420420	1.100000	2.045792	0.968911
120.720721	1.100000	1.751217	0.769068
121.021021	1.100000	0.231456	-0.065991
121.321321	1.100000	-1.241156	-0.846545
121.621622	1.100000	-1.613909	-0.927889
121.921922	1.100000	-0.859123	-0.242837
122.222222	1.100000	0.217853	0.642788
122.522523	1.100000	0.820651	0.997498
122.822823	1.100000	0.772639	0.528318
123.123123	1.100000	0.413369	-0.377229
123.423423	1.100000	0.087970	-0.971202
123.723724	1.100000	-0.146373	-0.763004
124.024024	1.100000	-0.370328	0.075402
124.324324	1.100000	-0.534667	0.851529
124.624625	1.100000	-0.465271	0.924330
124.924925	1.100000	-0.112332	0.233675
125.225225	1.100000	0.316585	-0.649986
125.525526	1.100000	0.538268	-0.996786
125.825826	1.100000	0.470397	-0.520285
126.126126	1.100000	0.257913	0.385950
126.426426	1.100000	0.034966	0.973406
126.726727	1.100000	-0.236071	0.756872
127.027027	1.100000	-0.604712	-0.084806
127.327327	1.100000	-0.863249	-0.856438
127.627628	1.100000	-0.606378	-0.920689
127.927928	1.100000	0.300595	-0.224491
128.228228	1.100000	1.337855	0.657126
128.528529	1.100000	1.593600	0.995986
128.828829	1.100000	0.595406	0.512205
129.129129	1.100000	-1.074365	-0.394636
129.429429	1.100000	-2.105618	-0.975524
129.729730	1.100000	-1.569369	-0.750672
130.030030	1.100000	0.195951	0.094202
130.330330	1.100000	1.806088	0.861270
130.630631	1.100000	2.010248	0.916966
130.930931	1.100000	0.747039	0.215288
131.231231	1.100000	-0.883212	-0.664208
131.531532	1.100000	-1.641142	-0.995098
131.831832	1.100000	-1.164105	-0.504080
132.132132	1.100000	-0.082472	0.403286
132.432432	1.100000	0.713835	0.977555
132.732733	1.100000	0.840031	0.744406
133.033033	1.100000	0.528411	-0.103590
133.333333	1.100000	0.173205	-0.866025
133.633634	1.100000	-0.080096	-0.913161
133.933934	1.100000	-0.303212	-0.206066
134.234234	1.100000	-0.501875	0.671231
134.534535	1.100000	-0.518643	0.994120
134.834835	1.100000	-0.239837	0.495909
135.135135	1.100000	0.198697	-0.411901
135.435435	1.100000	0.504039	-0.979499
135.735736	1.100000	0.514938	-0.738074
136.036036	1.100000	0.325804	0.112969
136.336336	1.100000	0.102276	0.870704
136.636637	1.100000	-0.143626	0.909275
136.936937	1.100000	-0.489837	0.196825
137.237237	1.100000	-0.821444	-0.678194
137.537538	1.100000	-0.756658	-0.993055
137.837838	1.100000	-0.021950	-0.487695
138.138138	1.100000	1.067346	0.420480
138.438438	1.100000	1.644902	0.981356
138.738739	1.100000	1.013279	0.731675
139.039039	1.100000	-0.576961	-0.122338
139.339339	1.100000	-1.938611	-0.875305
139.639640	1.100000	-1.902117	-0.905308
139.939940	1.100000	-0.390225	-0.187567
140.240240	1.100000	1.430583	0.685097
140.540541	1.100000	2.128246	0.991900
140.840841	1.100000	1.228668	0.479437
141.141141	1.100000	-0.439811	-0.429020
141.441441	1.100000	-1.549564	-0.983126
141.741742	1.100000	-1.412903	-0.725212
142.042042	1.100000	-0.412642	0.131695
142.342342	1.100000	0.541903	0.879828
142.642643	1.100000	0.866997	0.901261
142.942943	1.100000	0.641728	0.178292
143.243243	1.100000	0.269360	-0.691939
143.543544	1.100000	-0.011780	-0.990658
143.843844	1.100000	-0.235357	-0.471137
144.144144	1.100000	-0.452410	0.437523
144.444444	1.100000	-0.543372	0.984808
144.744745	1.100000	-0.351673	0.718684
145.045045	1.100000	0.067736	-0.141041
145.345345	1.100000	0.441214	-0.884273
145.645646	1.100000	0.540942	-0.897133
145.945946	1.100000	0.391978	-0.169001
146.246246	1.100000	0.168449	0.698719
146.546547	1.100000	-0.061742	0.989327
146.846847	1.100000	-0.375974	0.462794
147.147147	1.100000	-0.743372	-0.445987
147.447447	1.100000	-0.842087	-0.986402
147.747748	1.100000	-0.308076	-0.712092
148.048048	1.100000	0.749725	0.150375
148.348348	1.100000	1.580086	0.888639
148.648649	1.100000	1.337474	0.892926
148.948949	1.100000	-0.059011	0.159695
149.249249	1.100000	-1.637351	-0.705437
149.549550	1.100000	-2.092396	-0.987909
149.849850	1.100000	-0.946526	-0.454411
150.150150	1.100000	0.946526	0.454411
150.450450	1.100000	2.092396	0.987909
150.750751	1.100000	1.637351	0.705437
151.051051	1.100000	0.059011	-0.159695
151.351351	1.100000	-1.337474	-0.892926
151.651652	1.100000	-1.580086	-0.888639
151.951952	1.100000	-0.749725	-0.150375
152.252252	1.100000	0.308076	0.712092
152.552553	1.100000	0.842087	0.986402
152.852853	1.100000	0.743372	0.445987
153.153153	1.100000	0.375974	-0.462794
153.453453	1.100000	0.061742	-0.989327
153.753754	1.100000	-0.168449	-0.698719
154.054054	1.100000	-0.391978	0.169001
154.354354	1.100000	-0.540942	0.897133
154.654655	1.100000	-0.441214	0.884273
154.954955	1.100000	-0.067736	0.141041
155.255255	1.100000	0.351673	-0.718684
155.555556	1.100000	0.543372	-0.984808
155.855856	1.100000	0.452410	-0.437523
156.156156	1.100000	0.235357	0.471137
156.456456	1.100000	0.011780	0.990658
156.756757	1.100000	-0.269360	0.691939
157.057057	1.100000	-0.641728	-0.178292
157.357357	1.100000	-0.866997	-0.901261
157.657658	1.100000	-0.541903	-0.879828
157.957958	1.100000	0.412642	-0.131695
158.258258	1.100000	1.412903	0.725212
158.558559	1.100000	1.549564	0.983126
158.858859	1.100000	0.439811	0.429020
159.159159	1.100000	-1.228668	-0.479437
159.459459	1.100000	-2.128246	-0.991900
159.759760	1.100000	-1.430583	-0.685097
160.060060	1.100000	0.390225	0.187567
160.360360	1.100000	1.902117	0.905308
160.660661	1.100000	1.938611	0.875305
160.960961	1.100000	0.576961	0.122338
161.261261	1.100000	-1.013279	-0.731675
161.561562	1.100000	-1.644902	-0.981356
161.861862	1.100000	-1.067346	-0.420480
162.162162	1.100000	0.021950	0.487695
162.462462	1.100000	0.756658	0.993055
162.762763	1.100000	0.821444	0.678194
163.063063	1.100000	0.489837	-0.196825
163.363363	1.100000	0.143626	-0.909275
163.663664	1.100000	-0.102276	-0.870704
163.963964	1.100000	-0.325804	-0.112969
164.264264	1.100000	-0.514938	0.738074
164.564565	1.100000	-0.504039	0.979499
164.864865	1.100000	-0.198697	0.411901
165.165165	1.100000	0.239837	-0.495909
165.465465	1.100000	0.518643	-0.994120
165.765766	1.100000	0.501875	-0.671231
166.066066	1.100000	0.303212	0.206066
166.366366	1.100000	0.080096	0.913161
166.666667	1.100000	-0.173205	0.866025
166.966967	1.100000	-0.528411	0.103590
167.267267	1.100000	-0.840031	-0.744406
167.567568	1.100000	-0.713835	-0.977555
167.867868	1.100000	0.082472	-0.403286
168.168168	1.100000	1.164105	0.504080
168.468468	1.100000	1.641142	0.995098
168.768769	1.100000	0.883212	0.664208
169.069069	1.100000	-0.747039	-0.215288
169.369369	1.100000	-2.010248	-0.916966
169.669670	1.100000	-1.806088	-0.861270
169.969970	1.100000	-0.195951	-0.094202
170.270270	1.100000	1.569369	0.750672
170.570571	1.100000	2.105618	0.975524
170.870871	1.100000	1.074365	0.394636
171.171171	1.100000	-0.595406	-0.512205
171.471471	1.100000	-1.593600	-0.995986
171.771772	1.100000	-1.337855	-0.657126
172.072072	1.100000	-0.300595	0.224491
172.372372	1.100000	0.606378	0.920689
172.672673	1.100000	0.863249	0.856438
172.972973	1.100000	0.604712	0.084806
173.273273	1.100000	0.236071	-0.756872
173.573574	1.100000	-0.034966	-0.973406
173.873874	1.100000	-0.257913	-0.385950
174.174174	1.100000	-0.470397	0.520285
174.474474	1.100000	-0.538268	0.996786
174.774775	1.100000	-0.316585	0.649986
175.075075	1.100000	0.112332	-0.233675
175.375375	1.100000	0.465271	-0.924330
175.675676	1.100000	0.534667	-0.851529
175.975976	1.100000	0.370328	-0.075402
176.276276	1.100000	0.146373	0.763004
176.576577	1.100000	-0.087970	0.971202
176.876877	1.100000	-0.413369	0.377229
177.177177	1.100000	-0.772639	-0.528318
177.477477	1.100000	-0.820651	-0.997498
177.777778	1.100000	-0.217853	-0.642788
178.078078	1.100000	0.859123	0.242837
178.378378	1.100000	1.613909	0.927889
178.678679	1.100000	1.241156	0.846545
178.978979	1.100000	-0.231456	0.065991
179.279279	1.100000	-1.751217	-0.769068
179.579580	1.100000	-2.045792	-0.968911
179.879880	1.100000	-0.767119	-0.368475
180.180180	1.100000	1.117855	0.536305
180.480480	1.100000	2.121736	0.998120
180.780781	1.100000	1.511486	0.635532
181.081081	1.100000	-0.111280	-0.251978
181.381381	1.100000	-1.421253	-0.931365
181.681682	1.100000	-1.534831	-0.841485
181.981982	1.100000	-0.638175	-0.056575
182.282282	1.100000	0.392436	0.775064
182.582583	1.100000	0.856763	0.966534
182.882883	1.100000	0.711493	0.359689
183.183183	1.100000	0.339411	-0.544243
183.483483	1.100000	0.036451	-0.998654
183.783784	1.100000	-0.190622	-0.628220
184.084084	1.100000	-0.412999	0.261097
184.384384	1.100000	-0.544585	0.934759
184.684685	1.100000	-0.414167	0.836351
184.984985	1.100000	-0.022635	0.047154
185.285285	1.100000	0.384265	-0.780990
185.585586	1.100000	0.545440	-0.964070
185.885886	1.100000	0.433209	-0.350870
186.186186	1.100000	0.212921	0.552134
186.486486	1.100000	-0.011984	0.999099
186.786787	1.100000	-0.303833	0.620852
187.087087	1.100000	-0.677463	-0.270192
187.387387	1.100000	-0.864957	-0.938069
187.687688	1.100000	-0.470497	-0.831142
187.987988	1.100000	0.525485	-0.037728
188.288288	1.100000	1.478844	0.786848
188.588589	1.100000	1.492054	0.961521
188.888889	1.100000	0.278006	0.342020
189.189189	1.100000	-1.374828	-0.559975
189.489489	1.100000	-2.133678	-0.999455
189.789790	1.100000	-1.279659	-0.613429
190.090090	1.100000	0.581158	0.279263
190.390390	1.100000	1.982217	0.941296
190.690691	1.100000	1.851971	0.825859
190.990991	1.100000	0.404600	0.028299
191.291291	1.100000	-1.132862	-0.792635
191.591592	1.100000	-1.635686	-0.958887
191.891892	1.100000	-0.965342	-0.333140
192.192192	1.100000	0.122280	0.567766
192.492492	1.100000	0.792230	0.999722
192.792793	1.100000	0.798822	0.605951
193.093093	1.100000	0.451400	-0.288309
193.393393	1.100000	0.115236	-0.944438
193.693694	1.100000	-0.124339	-0.820503
193.993994	1.100000	-0.348220	-0.018867
194.294294	1.100000	-0.525936	0.798352
194.594595	1.100000	-0.486235	0.956167
194.894895	1.100000	-0.156092	0.324230
195.195195	1.100000	0.279224	-0.575507
195.495495	1.100000	0.530044	-0.999900
195.795796	1.100000	0.486957	-0.598419
196.096096	1.100000	0.280553	0.297330
196.396396	1.100000	0.057697	0.947497
196.696697	1.100000	-0.204015	0.815073
196.996997	1.100000	-0.566816	0.009434
197.297297	1.100000	-0.854117	-0.803997
197.597598	1.100000	-0.663728	-0.953362
197.897898	1.100000	0.190253	-0.315291
198.198198	1.100000	1.254605	0.583196
198.498498	1.100000	1.624104	0.999989
198.798799	1.100000	0.743580	0.590834
199.099099	1.100000	-0.913336	-0.306324
